"STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"Utah",2008,"","Support action/Assist fire",NA,152
"Utah",2008,"Human","Active/Suppressed",0.05,65
"Utah",2008,"Human","Active/Suppressed",2,81
"Utah",2008,"Human","Active/Suppressed",22,18
"Utah",2008,"Human","Active/Suppressed",80,8
"Utah",2008,"Human","Active/Suppressed",262.5,10
"Utah",2008,"Human","Active/Suppressed",1214,3
"Utah",2008,"Human","Active/Suppressed",NA,5
"Utah",2008,"Human","False Alarm",NA,12
"Utah",2008,"Human","Prescribed fire",2,1
"Utah",2008,"Human","Prescribed fire",22,4
"Utah",2008,"Human","Prescribed fire",262.5,3
"Utah",2008,"Human","Prescribed fire",1214,2
"Utah",2008,"Human","Support action/Assist fire",0.05,6
"Utah",2008,"Human","Support action/Assist fire",2,16
"Utah",2008,"Human","Support action/Assist fire",22,3
"Utah",2008,"Human","Support action/Assist fire",NA,9
"Utah",2008,"Human","Unknown",0.05,39
"Utah",2008,"Human","Unknown",2,15
"Utah",2008,"Human","Unknown",22,3
"Utah",2008,"Human","Unknown",80,1
"Utah",2008,"Human","Unknown",262.5,1
"Utah",2008,"Human","Unknown",1214,2
"Utah",2008,"Natural","Active/Suppressed",0.05,276
"Utah",2008,"Natural","Active/Suppressed",2,127
"Utah",2008,"Natural","Active/Suppressed",22,9
"Utah",2008,"Natural","Active/Suppressed",80,4
"Utah",2008,"Natural","Active/Suppressed",262.5,12
"Utah",2008,"Natural","Active/Suppressed",1214,2
"Utah",2008,"Natural","Active/Suppressed",NA,14
"Utah",2008,"Natural","False Alarm",0.05,1
"Utah",2008,"Natural","False Alarm",NA,10
"Utah",2008,"Natural","Natural out",0.05,22
"Utah",2008,"Natural","Natural out",2,3
"Utah",2008,"Natural","Prescribed fire",0.05,1
"Utah",2008,"Natural","Support action/Assist fire",0.05,32
"Utah",2008,"Natural","Support action/Assist fire",2,13
"Utah",2008,"Natural","Support action/Assist fire",22,1
"Utah",2008,"Natural","Support action/Assist fire",80,1
"Utah",2008,"Natural","Support action/Assist fire",NA,13
"Utah",2008,"Natural","Unknown",0.05,73
"Utah",2008,"Natural","Unknown",2,30
"Utah",2008,"Natural","Unknown",22,5
"Utah",2008,"Natural","Unknown",80,2
"Utah",2008,"Natural","Unknown",262.5,7
"Utah",2008,"Undetermined","",0.05,1
"Utah",2009,"","Active/Suppressed",NA,1
"Utah",2009,"","False Alarm",NA,87
"Utah",2009,"","Support action/Assist fire",0.05,1
"Utah",2009,"","Support action/Assist fire",NA,102
"Utah",2009,"Human","Active/Suppressed",0.05,103
"Utah",2009,"Human","Active/Suppressed",2,91
"Utah",2009,"Human","Active/Suppressed",22,21
"Utah",2009,"Human","Active/Suppressed",80,6
"Utah",2009,"Human","Active/Suppressed",262.5,1
"Utah",2009,"Human","Active/Suppressed",1214,2
"Utah",2009,"Human","Active/Suppressed",NA,3
"Utah",2009,"Human","False Alarm",0.05,7
"Utah",2009,"Human","False Alarm",NA,4
"Utah",2009,"Human","Natural out",0.05,3
"Utah",2009,"Human","Prescribed fire",2,1
"Utah",2009,"Human","Prescribed fire",22,4
"Utah",2009,"Human","Support action/Assist fire",0.05,6
"Utah",2009,"Human","Support action/Assist fire",2,6
"Utah",2009,"Human","Support action/Assist fire",22,2
"Utah",2009,"Human","Support action/Assist fire",NA,10
"Utah",2009,"Human","Unknown",0.05,41
"Utah",2009,"Human","Unknown",2,11
"Utah",2009,"Human","Unknown",22,4
"Utah",2009,"Human","Unknown",80,2
"Utah",2009,"Natural","Active/Suppressed",0.05,383
"Utah",2009,"Natural","Active/Suppressed",2,114
"Utah",2009,"Natural","Active/Suppressed",22,27
"Utah",2009,"Natural","Active/Suppressed",80,11
"Utah",2009,"Natural","Active/Suppressed",262.5,7
"Utah",2009,"Natural","Active/Suppressed",1214,14
"Utah",2009,"Natural","Active/Suppressed",5000,7
"Utah",2009,"Natural","Active/Suppressed",NA,5
"Utah",2009,"Natural","False Alarm",0.05,8
"Utah",2009,"Natural","False Alarm",NA,15
"Utah",2009,"Natural","Natural out",0.05,17
"Utah",2009,"Natural","Natural out",2,1
"Utah",2009,"Natural","Support action/Assist fire",0.05,24
"Utah",2009,"Natural","Support action/Assist fire",2,17
"Utah",2009,"Natural","Support action/Assist fire",22,3
"Utah",2009,"Natural","Support action/Assist fire",80,2
"Utah",2009,"Natural","Support action/Assist fire",262.5,1
"Utah",2009,"Natural","Support action/Assist fire",1214,1
"Utah",2009,"Natural","Support action/Assist fire",NA,10
"Utah",2009,"Natural","Unknown",0.05,92
"Utah",2009,"Natural","Unknown",2,39
"Utah",2009,"Natural","Unknown",22,6
"Utah",2009,"Natural","Unknown",80,2
"Utah",2009,"Natural","Unknown",262.5,2
"Utah",2009,"Natural","Unknown",1214,4
"Utah",2009,"Natural","Unknown",5000,1
"Utah",2010,"","Active/Suppressed",NA,10
"Utah",2010,"","False Alarm",NA,82
"Utah",2010,"","Support action/Assist fire",0.05,2
"Utah",2010,"","Support action/Assist fire",80,1
"Utah",2010,"","Support action/Assist fire",NA,112
"Utah",2010,"Human","Active/Suppressed",0.05,66
"Utah",2010,"Human","Active/Suppressed",2,68
"Utah",2010,"Human","Active/Suppressed",22,17
"Utah",2010,"Human","Active/Suppressed",80,3
"Utah",2010,"Human","Active/Suppressed",262.5,3
"Utah",2010,"Human","Active/Suppressed",1214,3
"Utah",2010,"Human","Active/Suppressed",NA,3
"Utah",2010,"Human","False Alarm",0.05,2
"Utah",2010,"Human","False Alarm",NA,5
"Utah",2010,"Human","Prescribed fire",2,2
"Utah",2010,"Human","Prescribed fire",22,2
"Utah",2010,"Human","Prescribed fire",80,2
"Utah",2010,"Human","Support action/Assist fire",0.05,20
"Utah",2010,"Human","Support action/Assist fire",2,14
"Utah",2010,"Human","Support action/Assist fire",22,4
"Utah",2010,"Human","Support action/Assist fire",80,1
"Utah",2010,"Human","Support action/Assist fire",1214,1
"Utah",2010,"Human","Support action/Assist fire",NA,9
"Utah",2010,"Human","Unknown",0.05,45
"Utah",2010,"Human","Unknown",2,9
"Utah",2010,"Human","Unknown",22,1
"Utah",2010,"Natural","",22,1
"Utah",2010,"Natural","Active/Suppressed",0.05,301
"Utah",2010,"Natural","Active/Suppressed",2,80
"Utah",2010,"Natural","Active/Suppressed",22,19
"Utah",2010,"Natural","Active/Suppressed",80,4
"Utah",2010,"Natural","Active/Suppressed",262.5,5
"Utah",2010,"Natural","Active/Suppressed",NA,5
"Utah",2010,"Natural","False Alarm",0.05,6
"Utah",2010,"Natural","False Alarm",NA,6
"Utah",2010,"Natural","Natural out",0.05,15
"Utah",2010,"Natural","Natural out",2,1
"Utah",2010,"Natural","Natural out",5000,1
"Utah",2010,"Natural","Support action/Assist fire",0.05,43
"Utah",2010,"Natural","Support action/Assist fire",2,11
"Utah",2010,"Natural","Support action/Assist fire",22,1
"Utah",2010,"Natural","Support action/Assist fire",NA,13
"Utah",2010,"Natural","Unknown",0.05,97
"Utah",2010,"Natural","Unknown",2,18
"Utah",2010,"Natural","Unknown",22,8
"Utah",2010,"Natural","Unknown",80,4
"Utah",2010,"Natural","Unknown",262.5,1
"Utah",2010,"Natural","Unknown",1214,1
"Utah",2010,"Natural","Unknown",5000,1
"Utah",2011,"","Active/Suppressed",NA,7
"Utah",2011,"","False Alarm",0.05,1
"Utah",2011,"","False Alarm",NA,76
"Utah",2011,"","Natural out",0.05,1
"Utah",2011,"","Support action/Assist fire",0.05,1
"Utah",2011,"","Support action/Assist fire",2,2
"Utah",2011,"","Support action/Assist fire",NA,203
"Utah",2011,"Human","Active/Suppressed",0.05,76
"Utah",2011,"Human","Active/Suppressed",2,78
"Utah",2011,"Human","Active/Suppressed",22,33
"Utah",2011,"Human","Active/Suppressed",80,11
"Utah",2011,"Human","Active/Suppressed",262.5,5
"Utah",2011,"Human","Active/Suppressed",1214,6
"Utah",2011,"Human","Active/Suppressed",5000,1
"Utah",2011,"Human","Active/Suppressed",NA,14
"Utah",2011,"Human","False Alarm",0.05,13
"Utah",2011,"Human","False Alarm",NA,3
"Utah",2011,"Human","Prescribed fire",22,2
"Utah",2011,"Human","Prescribed fire",262.5,1
"Utah",2011,"Human","Support action/Assist fire",0.05,6
"Utah",2011,"Human","Support action/Assist fire",2,14
"Utah",2011,"Human","Support action/Assist fire",22,2
"Utah",2011,"Human","Support action/Assist fire",80,2
"Utah",2011,"Human","Support action/Assist fire",NA,26
"Utah",2011,"Human","Unknown",0.05,47
"Utah",2011,"Human","Unknown",2,9
"Utah",2011,"Human","Unknown",22,2
"Utah",2011,"Natural","Active/Suppressed",0.05,245
"Utah",2011,"Natural","Active/Suppressed",2,85
"Utah",2011,"Natural","Active/Suppressed",22,30
"Utah",2011,"Natural","Active/Suppressed",80,11
"Utah",2011,"Natural","Active/Suppressed",262.5,6
"Utah",2011,"Natural","Active/Suppressed",1214,6
"Utah",2011,"Natural","Active/Suppressed",5000,3
"Utah",2011,"Natural","Active/Suppressed",NA,17
"Utah",2011,"Natural","False Alarm",0.05,33
"Utah",2011,"Natural","False Alarm",NA,8
"Utah",2011,"Natural","Natural out",0.05,21
"Utah",2011,"Natural","Natural out",2,1
"Utah",2011,"Natural","Support action/Assist fire",0.05,34
"Utah",2011,"Natural","Support action/Assist fire",2,9
"Utah",2011,"Natural","Support action/Assist fire",22,2
"Utah",2011,"Natural","Support action/Assist fire",NA,43
"Utah",2011,"Natural","Unknown",0.05,110
"Utah",2011,"Natural","Unknown",2,22
"Utah",2011,"Natural","Unknown",22,2
"Utah",2011,"Natural","Unknown",80,4
"Utah",2011,"Natural","Unknown",262.5,2
"Utah",2011,"Undetermined","Active/Suppressed",22,1
"Utah",2012,"","Active/Suppressed",0.05,1
"Utah",2012,"","Active/Suppressed",NA,64
"Utah",2012,"","False Alarm",NA,82
"Utah",2012,"","Support action/Assist fire",0.05,1
"Utah",2012,"","Support action/Assist fire",22,1
"Utah",2012,"","Support action/Assist fire",NA,211
"Utah",2012,"Human","Active/Suppressed",0.05,87
"Utah",2012,"Human","Active/Suppressed",2,95
"Utah",2012,"Human","Active/Suppressed",22,37
"Utah",2012,"Human","Active/Suppressed",80,9
"Utah",2012,"Human","Active/Suppressed",262.5,5
"Utah",2012,"Human","Active/Suppressed",1214,18
"Utah",2012,"Human","Active/Suppressed",5000,6
"Utah",2012,"Human","Active/Suppressed",NA,14
"Utah",2012,"Human","False Alarm",0.05,3
"Utah",2012,"Human","False Alarm",NA,8
"Utah",2012,"Human","Natural out",0.05,1
"Utah",2012,"Human","Prescribed fire",22,4
"Utah",2012,"Human","Support action/Assist fire",0.05,33
"Utah",2012,"Human","Support action/Assist fire",2,32
"Utah",2012,"Human","Support action/Assist fire",22,16
"Utah",2012,"Human","Support action/Assist fire",262.5,1
"Utah",2012,"Human","Support action/Assist fire",NA,53
"Utah",2012,"Human","Unknown",0.05,76
"Utah",2012,"Human","Unknown",2,15
"Utah",2012,"Human","Unknown",22,4
"Utah",2012,"Human","Unknown",1214,5
"Utah",2012,"Human","Unknown",5000,1
"Utah",2012,"Natural","Active/Suppressed",0.05,394
"Utah",2012,"Natural","Active/Suppressed",2,116
"Utah",2012,"Natural","Active/Suppressed",22,55
"Utah",2012,"Natural","Active/Suppressed",80,12
"Utah",2012,"Natural","Active/Suppressed",262.5,12
"Utah",2012,"Natural","Active/Suppressed",1214,10
"Utah",2012,"Natural","Active/Suppressed",5000,10
"Utah",2012,"Natural","Active/Suppressed",NA,14
"Utah",2012,"Natural","False Alarm",0.05,4
"Utah",2012,"Natural","False Alarm",NA,17
"Utah",2012,"Natural","Natural out",0.05,20
"Utah",2012,"Natural","Natural out",2,1
"Utah",2012,"Natural","Support action/Assist fire",0.05,51
"Utah",2012,"Natural","Support action/Assist fire",2,18
"Utah",2012,"Natural","Support action/Assist fire",22,4
"Utah",2012,"Natural","Support action/Assist fire",NA,20
"Utah",2012,"Natural","Unknown",0.05,149
"Utah",2012,"Natural","Unknown",2,38
"Utah",2012,"Natural","Unknown",22,11
"Utah",2012,"Natural","Unknown",80,3
"Utah",2012,"Natural","Unknown",1214,1
"Utah",2012,"Natural","Unknown",5000,1
"Utah",2012,"Undetermined","Support action/Assist fire",NA,2
"Utah",2013,"","Active/Suppressed",0.05,2
"Utah",2013,"","Active/Suppressed",NA,1
"Utah",2013,"","False Alarm",NA,47
"Utah",2013,"","Natural out",0.05,12
"Utah",2013,"","Support action/Assist fire",2,1
"Utah",2013,"","Support action/Assist fire",262.5,1
"Utah",2013,"","Support action/Assist fire",NA,194
"Utah",2013,"Human","Active/Suppressed",0.05,62
"Utah",2013,"Human","Active/Suppressed",2,60
"Utah",2013,"Human","Active/Suppressed",22,17
"Utah",2013,"Human","Active/Suppressed",80,1
"Utah",2013,"Human","Active/Suppressed",262.5,1
"Utah",2013,"Human","False Alarm",0.05,5
"Utah",2013,"Human","False Alarm",NA,5
"Utah",2013,"Human","Prescribed fire",0.05,1
"Utah",2013,"Human","Prescribed fire",2,1
"Utah",2013,"Human","Prescribed fire",22,1
"Utah",2013,"Human","Prescribed fire",80,1
"Utah",2013,"Human","Prescribed fire",262.5,1
"Utah",2013,"Human","Support action/Assist fire",0.05,13
"Utah",2013,"Human","Support action/Assist fire",2,3
"Utah",2013,"Human","Support action/Assist fire",22,1
"Utah",2013,"Human","Support action/Assist fire",NA,9
"Utah",2013,"Human","Unknown",0.05,70
"Utah",2013,"Human","Unknown",2,8
"Utah",2013,"Human","Unknown",22,3
"Utah",2013,"Natural","Active/Suppressed",0.05,397
"Utah",2013,"Natural","Active/Suppressed",2,117
"Utah",2013,"Natural","Active/Suppressed",22,29
"Utah",2013,"Natural","Active/Suppressed",80,6
"Utah",2013,"Natural","Active/Suppressed",262.5,9
"Utah",2013,"Natural","Active/Suppressed",1214,7
"Utah",2013,"Natural","Active/Suppressed",5000,4
"Utah",2013,"Natural","Active/Suppressed",NA,12
"Utah",2013,"Natural","False Alarm",0.05,12
"Utah",2013,"Natural","False Alarm",NA,36
"Utah",2013,"Natural","Natural out",0.05,19
"Utah",2013,"Natural","Natural out",2,1
"Utah",2013,"Natural","Support action/Assist fire",0.05,27
"Utah",2013,"Natural","Support action/Assist fire",2,1
"Utah",2013,"Natural","Support action/Assist fire",262.5,1
"Utah",2013,"Natural","Support action/Assist fire",5000,6
"Utah",2013,"Natural","Support action/Assist fire",NA,9
"Utah",2013,"Natural","Unknown",0.05,134
"Utah",2013,"Natural","Unknown",2,31
"Utah",2013,"Natural","Unknown",22,3
"Utah",2013,"Natural","Unknown",80,4
"Utah",2013,"Natural","Unknown",262.5,3
"Utah",2013,"Undetermined","Support action/Assist fire",NA,2
"Utah",2014,"","Active/Suppressed",NA,8
"Utah",2014,"","False Alarm",NA,65
"Utah",2014,"","Support action/Assist fire",22,2
"Utah",2014,"","Support action/Assist fire",80,1
"Utah",2014,"","Support action/Assist fire",262.5,1
"Utah",2014,"","Support action/Assist fire",NA,69
"Utah",2014,"Human","Active/Suppressed",0.05,69
"Utah",2014,"Human","Active/Suppressed",2,53
"Utah",2014,"Human","Active/Suppressed",22,9
"Utah",2014,"Human","Active/Suppressed",80,6
"Utah",2014,"Human","Active/Suppressed",262.5,1
"Utah",2014,"Human","Active/Suppressed",1214,2
"Utah",2014,"Human","Active/Suppressed",5000,1
"Utah",2014,"Human","Active/Suppressed",NA,8
"Utah",2014,"Human","False Alarm",NA,5
"Utah",2014,"Human","Prescribed fire",2,2
"Utah",2014,"Human","Prescribed fire",22,2
"Utah",2014,"Human","Support action/Assist fire",0.05,8
"Utah",2014,"Human","Support action/Assist fire",2,7
"Utah",2014,"Human","Support action/Assist fire",NA,7
"Utah",2014,"Human","Unknown",0.05,58
"Utah",2014,"Human","Unknown",2,7
"Utah",2014,"Natural","Active/Suppressed",0.05,246
"Utah",2014,"Natural","Active/Suppressed",2,71
"Utah",2014,"Natural","Active/Suppressed",22,17
"Utah",2014,"Natural","Active/Suppressed",80,4
"Utah",2014,"Natural","Active/Suppressed",262.5,6
"Utah",2014,"Natural","Active/Suppressed",1214,4
"Utah",2014,"Natural","Active/Suppressed",NA,20
"Utah",2014,"Natural","False Alarm",NA,17
"Utah",2014,"Natural","Natural out",0.05,6
"Utah",2014,"Natural","Natural out",2,1
"Utah",2014,"Natural","Support action/Assist fire",0.05,10
"Utah",2014,"Natural","Support action/Assist fire",2,1
"Utah",2014,"Natural","Support action/Assist fire",22,2
"Utah",2014,"Natural","Support action/Assist fire",5000,1
"Utah",2014,"Natural","Support action/Assist fire",NA,15
"Utah",2014,"Natural","Unknown",0.05,113
"Utah",2014,"Natural","Unknown",2,13
"Utah",2014,"Natural","Unknown",22,5
"Utah",2014,"Natural","Unknown",80,2
"Utah",2014,"Natural","Unknown",262.5,3
"Utah",2014,"Undetermined","Natural out",2,1
"Utah",2014,"Undetermined","Support action/Assist fire",NA,7
"Utah",2015,"","Active/Suppressed",0.05,9
"Utah",2015,"","Active/Suppressed",2,1
"Utah",2015,"","Active/Suppressed",262.5,2
"Utah",2015,"","Active/Suppressed",1214,1
"Utah",2015,"","Active/Suppressed",5000,1
"Utah",2015,"","Active/Suppressed",NA,7
"Utah",2015,"","False Alarm",NA,67
"Utah",2015,"","Support action/Assist fire",0.05,2
"Utah",2015,"","Support action/Assist fire",22,2
"Utah",2015,"","Support action/Assist fire",262.5,1
"Utah",2015,"","Support action/Assist fire",1214,1
"Utah",2015,"","Support action/Assist fire",5000,1
"Utah",2015,"","Support action/Assist fire",NA,53
"Utah",2015,"Human","",2,1
"Utah",2015,"Human","Active/Suppressed",0.05,143
"Utah",2015,"Human","Active/Suppressed",2,84
"Utah",2015,"Human","Active/Suppressed",22,19
"Utah",2015,"Human","Active/Suppressed",80,5
"Utah",2015,"Human","Active/Suppressed",262.5,4
"Utah",2015,"Human","Active/Suppressed",1214,1
"Utah",2015,"Human","Active/Suppressed",NA,1
"Utah",2015,"Human","False Alarm",NA,6
"Utah",2015,"Human","Prescribed fire",2,1
"Utah",2015,"Human","Prescribed fire",22,2
"Utah",2015,"Human","Support action/Assist fire",2,1
"Utah",2015,"Human","Support action/Assist fire",262.5,1
"Utah",2015,"Human","Support action/Assist fire",NA,4
"Utah",2015,"Natural","Active/Suppressed",0.05,311
"Utah",2015,"Natural","Active/Suppressed",2,71
"Utah",2015,"Natural","Active/Suppressed",22,9
"Utah",2015,"Natural","Active/Suppressed",80,8
"Utah",2015,"Natural","Active/Suppressed",262.5,5
"Utah",2015,"Natural","Active/Suppressed",1214,5
"Utah",2015,"Natural","Active/Suppressed",5000,1
"Utah",2015,"Natural","Active/Suppressed",NA,2
"Utah",2015,"Natural","False Alarm",NA,17
"Utah",2015,"Natural","Natural out",0.05,5
"Utah",2015,"Natural","Support action/Assist fire",0.05,5
"Utah",2015,"Natural","Support action/Assist fire",NA,1
"Utah",2015,"Undetermined","Support action/Assist fire",NA,5
"Utah",2016,"","Active/Suppressed",NA,13
"Utah",2016,"","False Alarm",0.05,1
"Utah",2016,"","False Alarm",NA,87
"Utah",2016,"","Support action/Assist fire",2,1
"Utah",2016,"","Support action/Assist fire",NA,41
"Utah",2016,"Human","Active/Suppressed",0.05,191
"Utah",2016,"Human","Active/Suppressed",2,94
"Utah",2016,"Human","Active/Suppressed",22,26
"Utah",2016,"Human","Active/Suppressed",80,5
"Utah",2016,"Human","Active/Suppressed",262.5,3
"Utah",2016,"Human","Active/Suppressed",1214,4
"Utah",2016,"Human","Active/Suppressed",NA,7
"Utah",2016,"Human","False Alarm",0.05,1
"Utah",2016,"Human","Prescribed fire",2,3
"Utah",2016,"Human","Prescribed fire",22,4
"Utah",2016,"Human","Support action/Assist fire",0.05,10
"Utah",2016,"Human","Support action/Assist fire",2,4
"Utah",2016,"Human","Support action/Assist fire",22,4
"Utah",2016,"Human","Support action/Assist fire",NA,7
"Utah",2016,"Natural","Active/Suppressed",0.05,270
"Utah",2016,"Natural","Active/Suppressed",2,69
"Utah",2016,"Natural","Active/Suppressed",22,25
"Utah",2016,"Natural","Active/Suppressed",80,3
"Utah",2016,"Natural","Active/Suppressed",262.5,8
"Utah",2016,"Natural","Active/Suppressed",1214,10
"Utah",2016,"Natural","Active/Suppressed",5000,5
"Utah",2016,"Natural","Active/Suppressed",NA,10
"Utah",2016,"Natural","False Alarm",NA,2
"Utah",2016,"Natural","Natural out",0.05,7
