"","STATE","Year","CAUSE","FIRETYPE","SIZECLASS","count"
"2863","Arkansas",2008,"Human","Prescribed fire",262.5,4
"2864","Arkansas",2008,"Human","Prescribed fire",1214,1
"2865","Arkansas",2008,"Human","Unknown",0.05,9
"2866","Arkansas",2008,"Human","Unknown",2,19
"2867","Arkansas",2008,"Human","Unknown",22,8
"2868","Arkansas",2008,"Natural","Unknown",22,2
"2869","Arkansas",2008,"Undetermined","Natural out",2,1
"2870","Arkansas",2009,"Human","Active/Suppressed",0.05,4
"2871","Arkansas",2009,"Human","Active/Suppressed",2,3
"2872","Arkansas",2009,"Human","Active/Suppressed",22,3
"2873","Arkansas",2009,"Human","Natural out",0.05,1
"2874","Arkansas",2009,"Human","Prescribed fire",2,2
"2875","Arkansas",2009,"Human","Prescribed fire",22,6
"2876","Arkansas",2009,"Human","Prescribed fire",80,3
"2877","Arkansas",2009,"Human","Prescribed fire",262.5,8
"2878","Arkansas",2009,"Human","Prescribed fire",1214,2
"2879","Arkansas",2009,"Human","Unknown",0.05,3
"2880","Arkansas",2009,"Human","Unknown",2,27
"2881","Arkansas",2009,"Human","Unknown",22,11
"2882","Arkansas",2009,"Human","Unknown",80,3
"2883","Arkansas",2009,"Human","Unknown",262.5,2
"2884","Arkansas",2009,"Natural","Active/Suppressed",0.05,1
"2885","Arkansas",2009,"Natural","Active/Suppressed",2,1
"2886","Arkansas",2009,"Natural","Active/Suppressed",80,1
"2887","Arkansas",2009,"Natural","Unknown",0.05,1
"2888","Arkansas",2009,"Natural","Unknown",2,1
"2889","Arkansas",2009,"Natural","Unknown",22,1
"2890","Arkansas",2010,"","Active/Suppressed",2,1
"2891","Arkansas",2010,"","Active/Suppressed",22,1
"2892","Arkansas",2010,"","Support action/Assist fire",2,1
"2893","Arkansas",2010,"Human","",2,4
"2894","Arkansas",2010,"Human","Active/Suppressed",0.05,6
"2895","Arkansas",2010,"Human","Active/Suppressed",2,5
"2896","Arkansas",2010,"Human","Active/Suppressed",22,6
"2897","Arkansas",2010,"Human","Natural out",0.05,1
"2898","Arkansas",2010,"Human","Natural out",2,1
"2899","Arkansas",2010,"Human","Prescribed fire",2,1
"2900","Arkansas",2010,"Human","Prescribed fire",22,3
"2901","Arkansas",2010,"Human","Prescribed fire",80,1
"2902","Arkansas",2010,"Human","Prescribed fire",262.5,1
"2903","Arkansas",2010,"Human","Prescribed fire",1214,2
"2904","Arkansas",2010,"Human","Support action/Assist fire",NA,1
"2905","Arkansas",2010,"Human","Unknown",0.05,14
"2906","Arkansas",2010,"Human","Unknown",2,26
"2907","Arkansas",2010,"Human","Unknown",22,21
"2908","Arkansas",2010,"Human","Unknown",80,3
"2909","Arkansas",2010,"Natural","",2,1
"2910","Arkansas",2010,"Natural","Active/Suppressed",2,1
"2911","Arkansas",2010,"Natural","Unknown",0.05,2
"2912","Arkansas",2010,"Natural","Unknown",2,3
"2913","Arkansas",2010,"Natural","Unknown",22,2
"2914","Arkansas",2010,"Natural","Unknown",262.5,1
"2915","Arkansas",2010,"Undetermined","",0.05,1
"2916","Arkansas",2010,"Undetermined","",2,2
"2917","Arkansas",2010,"Undetermined","",80,1
"2918","Arkansas",2011,"","Support action/Assist fire",NA,11
"2919","Arkansas",2011,"Human","Active/Suppressed",0.05,2
"2920","Arkansas",2011,"Human","Active/Suppressed",2,9
"2921","Arkansas",2011,"Human","Active/Suppressed",22,8
"2922","Arkansas",2011,"Human","Active/Suppressed",80,4
"2923","Arkansas",2011,"Human","Active/Suppressed",262.5,2
"2924","Arkansas",2011,"Human","Active/Suppressed",1214,1
"2925","Arkansas",2011,"Human","Natural out",0.05,2
"2926","Arkansas",2011,"Human","Prescribed fire",2,1
"2927","Arkansas",2011,"Human","Prescribed fire",22,2
"2928","Arkansas",2011,"Human","Prescribed fire",80,2
"2929","Arkansas",2011,"Human","Prescribed fire",262.5,3
"2930","Arkansas",2011,"Human","Prescribed fire",1214,1
"2931","Arkansas",2011,"Human","Support action/Assist fire",22,1
"2932","Arkansas",2011,"Human","Unknown",0.05,11
"2933","Arkansas",2011,"Human","Unknown",2,31
"2934","Arkansas",2011,"Human","Unknown",22,22
"2935","Arkansas",2011,"Human","Unknown",80,2
"2936","Arkansas",2011,"Human","Unknown",262.5,1
"2937","Arkansas",2011,"Natural","Active/Suppressed",2,6
"2938","Arkansas",2011,"Natural","Active/Suppressed",22,3
"2939","Arkansas",2011,"Natural","Natural out",0.05,2
"2940","Arkansas",2011,"Natural","Natural out",22,1
"2941","Arkansas",2011,"Natural","Support action/Assist fire",1214,1
"2942","Arkansas",2011,"Natural","Unknown",0.05,10
"2943","Arkansas",2011,"Natural","Unknown",2,23
"2944","Arkansas",2011,"Natural","Unknown",22,15
"2945","Arkansas",2011,"Natural","Unknown",80,4
"2946","Arkansas",2011,"Natural","Unknown",262.5,5
"2947","Arkansas",2011,"Natural","Unknown",1214,1
"2948","Arkansas",2012,"","Natural out",NA,3
"2949","Arkansas",2012,"","Support action/Assist fire",80,1
"2950","Arkansas",2012,"","Support action/Assist fire",NA,36
"2951","Arkansas",2012,"Human","",2,1
"2952","Arkansas",2012,"Human","Active/Suppressed",0.05,17
"2953","Arkansas",2012,"Human","Active/Suppressed",2,19
"2954","Arkansas",2012,"Human","Active/Suppressed",22,9
"2955","Arkansas",2012,"Human","Active/Suppressed",80,1
"2956","Arkansas",2012,"Human","Prescribed fire",2,1
"2957","Arkansas",2012,"Human","Prescribed fire",22,3
"2958","Arkansas",2012,"Human","Prescribed fire",80,6
"2959","Arkansas",2012,"Human","Prescribed fire",262.5,5
"2960","Arkansas",2012,"Human","Prescribed fire",1214,1
"2961","Arkansas",2012,"Human","Support action/Assist fire",2,1
"2962","Arkansas",2012,"Human","Support action/Assist fire",NA,1
"2963","Arkansas",2012,"Human","Unknown",0.05,15
"2964","Arkansas",2012,"Human","Unknown",2,58
"2965","Arkansas",2012,"Human","Unknown",22,19
"2966","Arkansas",2012,"Human","Unknown",262.5,1
"2967","Arkansas",2012,"Natural","Active/Suppressed",0.05,8
"2968","Arkansas",2012,"Natural","Active/Suppressed",2,5
"2969","Arkansas",2012,"Natural","Active/Suppressed",22,1
"2970","Arkansas",2012,"Natural","Natural out",2,1
"2971","Arkansas",2012,"Natural","Unknown",0.05,10
"2972","Arkansas",2012,"Natural","Unknown",2,42
"2973","Arkansas",2012,"Natural","Unknown",22,15
"2974","Arkansas",2012,"Natural","Unknown",80,2
"2975","Arkansas",2012,"Natural","Unknown",262.5,2
"2976","Arkansas",2012,"Natural","Unknown",1214,1
"2977","Arkansas",2012,"Undetermined","Active/Suppressed",2,2
"2978","Arkansas",2012,"Undetermined","Active/Suppressed",22,2
"2979","Arkansas",2013,"","Active/Suppressed",2,1
"2980","Arkansas",2013,"","Support action/Assist fire",NA,21
"2981","Arkansas",2013,"Human","Active/Suppressed",0.05,8
"2982","Arkansas",2013,"Human","Active/Suppressed",2,2
"2983","Arkansas",2013,"Human","Active/Suppressed",22,1
"2984","Arkansas",2013,"Human","Active/Suppressed",1214,1
"2985","Arkansas",2013,"Human","Natural out",0.05,2
"2986","Arkansas",2013,"Human","Natural out",2,1
"2987","Arkansas",2013,"Human","Natural out",22,1
"2988","Arkansas",2013,"Human","Prescribed fire",22,2
"2989","Arkansas",2013,"Human","Prescribed fire",5000,1
"2990","Arkansas",2013,"Human","Unknown",0.05,13
"2991","Arkansas",2013,"Human","Unknown",2,30
"2992","Arkansas",2013,"Human","Unknown",22,7
"2993","Arkansas",2013,"Human","Unknown",80,1
"2994","Arkansas",2013,"Human","Unknown",262.5,1
"2995","Arkansas",2013,"Natural","Active/Suppressed",2,1
"2996","Arkansas",2013,"Natural","Natural out",0.05,1
"2997","Arkansas",2013,"Natural","Unknown",0.05,1
"2998","Arkansas",2013,"Natural","Unknown",2,1
"2999","Arkansas",2013,"Natural","Unknown",22,6
"3000","Arkansas",2013,"Natural","Unknown",262.5,1
"3001","Arkansas",2013,"Undetermined","Natural out",22,1
"3002","Arkansas",2014,"","Support action/Assist fire",1214,1
"3003","Arkansas",2014,"","Support action/Assist fire",NA,30
"3004","Arkansas",2014,"Human","",0.05,3
"3005","Arkansas",2014,"Human","",22,1
"3006","Arkansas",2014,"Human","Active/Suppressed",0.05,10
"3007","Arkansas",2014,"Human","Active/Suppressed",2,10
"3008","Arkansas",2014,"Human","Active/Suppressed",22,3
"3009","Arkansas",2014,"Human","Active/Suppressed",80,1
"3010","Arkansas",2014,"Human","Active/Suppressed",262.5,2
"3011","Arkansas",2014,"Human","Natural out",2,2
"3012","Arkansas",2014,"Human","Prescribed fire",2,1
"3013","Arkansas",2014,"Human","Prescribed fire",22,1
"3014","Arkansas",2014,"Human","Prescribed fire",80,4
"3015","Arkansas",2014,"Human","Prescribed fire",262.5,10
"3016","Arkansas",2014,"Human","Prescribed fire",1214,2
"3017","Arkansas",2014,"Human","Support action/Assist fire",22,1
"3018","Arkansas",2014,"Human","Unknown",0.05,8
"3019","Arkansas",2014,"Human","Unknown",2,16
"3020","Arkansas",2014,"Human","Unknown",22,8
"3021","Arkansas",2014,"Human","Unknown",80,3
"3022","Arkansas",2014,"Human","Unknown",262.5,1
"3023","Arkansas",2014,"Human","Unknown",1214,1
"3024","Arkansas",2014,"Natural","Active/Suppressed",0.05,1
"3025","Arkansas",2014,"Natural","Unknown",0.05,2
"3026","Arkansas",2014,"Undetermined","Support action/Assist fire",NA,2
"3027","Arkansas",2015,"","Support action/Assist fire",NA,37
"3028","Arkansas",2015,"Human","",0.05,2
"3029","Arkansas",2015,"Human","",2,1
"3030","Arkansas",2015,"Human","",22,1
"3031","Arkansas",2015,"Human","Active/Suppressed",0.05,33
"3032","Arkansas",2015,"Human","Active/Suppressed",2,26
"3033","Arkansas",2015,"Human","Active/Suppressed",22,7
"3034","Arkansas",2015,"Human","Active/Suppressed",80,6
"3035","Arkansas",2015,"Human","Active/Suppressed",262.5,2
"3036","Arkansas",2015,"Human","Active/Suppressed",1214,1
"3037","Arkansas",2015,"Human","Active/Suppressed",NA,1
"3038","Arkansas",2015,"Human","Natural out",2,1
"3039","Arkansas",2015,"Human","Prescribed fire",0.05,1
"3040","Arkansas",2015,"Human","Prescribed fire",2,5
"3041","Arkansas",2015,"Human","Prescribed fire",22,3
"3042","Arkansas",2015,"Human","Prescribed fire",80,4
"3043","Arkansas",2015,"Human","Prescribed fire",262.5,5
"3044","Arkansas",2015,"Human","Prescribed fire",1214,1
"3045","Arkansas",2015,"Natural","Active/Suppressed",0.05,1
"3046","Arkansas",2015,"Natural","Active/Suppressed",2,3
"3047","Arkansas",2015,"Natural","Active/Suppressed",22,3
"3048","Arkansas",2015,"Undetermined","",2,1
"3049","Arkansas",2016,"Human","",0.05,1
"3050","Arkansas",2016,"Human","Active/Suppressed",0.05,13
"3051","Arkansas",2016,"Human","Active/Suppressed",2,23
"3052","Arkansas",2016,"Human","Active/Suppressed",22,17
"3053","Arkansas",2016,"Human","Active/Suppressed",80,2
"3054","Arkansas",2016,"Human","Active/Suppressed",262.5,3
"3055","Arkansas",2016,"Human","Active/Suppressed",1214,1
"3056","Arkansas",2016,"Human","Natural out",2,1
"3057","Arkansas",2016,"Human","Prescribed fire",22,7
"3058","Arkansas",2016,"Human","Prescribed fire",80,6
"3059","Arkansas",2016,"Human","Prescribed fire",262.5,9
"3060","Arkansas",2016,"Human","Prescribed fire",1214,3
"3061","Arkansas",2016,"Human","Support action/Assist fire",1214,1
"3062","Arkansas",2016,"Human","Support action/Assist fire",NA,2
"3063","Arkansas",2016,"Natural","",0.05,1
"3064","Arkansas",2016,"Natural","Active/Suppressed",0.05,5
"3065","Arkansas",2016,"Natural","Active/Suppressed",2,2
"3066","Arkansas",2016,"Natural","Active/Suppressed",22,1
"3067","Arkansas",2016,"Natural","Active/Suppressed",80,1
"3068","Arkansas",2016,"Natural","Active/Suppressed",262.5,1
"3069","Arkansas",2016,"Natural","Natural out",2,1
"3070","Arkansas",2016,"Undetermined","Active/Suppressed",262.5,1
"3071","Arkansas",2016,"Undetermined","Support action/Assist fire",NA,6
"3072","California",1990,"","Natural out",2,1
"3073","California",1990,"","Natural out",22,1
"3074","California",1990,"","Support action/Assist fire",0.05,7
"3075","California",1990,"","Support action/Assist fire",2,5
"3076","California",1990,"","Support action/Assist fire",22,3
"3077","California",1990,"","Support action/Assist fire",80,2
"3078","California",1990,"","Support action/Assist fire",262.5,1
"3079","California",1990,"","Support action/Assist fire",NA,352
"3080","California",1990,"Human","Active/Suppressed",0.05,284
"3081","California",1990,"Human","Active/Suppressed",2,139
"3082","California",1990,"Human","Active/Suppressed",22,32
"3083","California",1990,"Human","Active/Suppressed",80,11
"3084","California",1990,"Human","Active/Suppressed",262.5,3
"3085","California",1990,"Human","Active/Suppressed",1214,2
"3086","California",1990,"Human","Active/Suppressed",5000,1
"3087","California",1990,"Human","Active/Suppressed",NA,6
"3088","California",1990,"Human","Natural out",0.05,1
"3089","California",1990,"Human","Natural out",2,1
"3090","California",1990,"Human","Natural out",NA,3
"3091","California",1990,"Human","Prescribed fire",NA,17
"3092","California",1990,"Human","Support action/Assist fire",0.05,2
"3093","California",1990,"Human","Support action/Assist fire",2,1
"3094","California",1990,"Human","Support action/Assist fire",22,2
"3095","California",1990,"Human","Unknown",0.05,1197
"3096","California",1990,"Human","Unknown",2,319
"3097","California",1990,"Human","Unknown",22,24
"3098","California",1990,"Human","Unknown",80,9
"3099","California",1990,"Human","Unknown",262.5,6
"3100","California",1990,"Human","Unknown",1214,2
"3101","California",1990,"Human","Unknown",5000,3
"3102","California",1990,"Natural","Active/Suppressed",0.05,191
"3103","California",1990,"Natural","Active/Suppressed",2,64
"3104","California",1990,"Natural","Active/Suppressed",22,22
"3105","California",1990,"Natural","Active/Suppressed",80,4
"3106","California",1990,"Natural","Active/Suppressed",262.5,5
"3107","California",1990,"Natural","Active/Suppressed",1214,4
"3108","California",1990,"Natural","Active/Suppressed",5000,6
"3109","California",1990,"Natural","Active/Suppressed",NA,2
"3110","California",1990,"Natural","Natural out",0.05,16
"3111","California",1990,"Natural","Natural out",2,4
"3112","California",1990,"Natural","Support action/Assist fire",0.05,3
"3113","California",1990,"Natural","Support action/Assist fire",2,1
"3114","California",1990,"Natural","Support action/Assist fire",1214,1
"3115","California",1990,"Natural","Unknown",0.05,974
"3116","California",1990,"Natural","Unknown",2,234
"3117","California",1990,"Natural","Unknown",22,24
"3118","California",1990,"Natural","Unknown",80,3
"3119","California",1990,"Natural","Unknown",262.5,6
"3120","California",1990,"Natural","Unknown",1214,7
"3121","California",1991,"","Support action/Assist fire",0.05,1
"3122","California",1991,"","Support action/Assist fire",NA,296
"3123","California",1991,"Human","Active/Suppressed",0.05,378
"3124","California",1991,"Human","Active/Suppressed",2,159
"3125","California",1991,"Human","Active/Suppressed",22,24
"3126","California",1991,"Human","Active/Suppressed",80,5
"3127","California",1991,"Human","Active/Suppressed",262.5,5
"3128","California",1991,"Human","Active/Suppressed",1214,2
"3129","California",1991,"Human","Active/Suppressed",5000,1
"3130","California",1991,"Human","Active/Suppressed",NA,23
"3131","California",1991,"Human","Natural out",0.05,3
"3132","California",1991,"Human","Natural out",2,1
"3133","California",1991,"Human","Natural out",NA,1
"3134","California",1991,"Human","Prescribed fire",22,1
"3135","California",1991,"Human","Prescribed fire",NA,34
"3136","California",1991,"Human","Unknown",0.05,539
"3137","California",1991,"Human","Unknown",2,114
"3138","California",1991,"Human","Unknown",22,7
"3139","California",1991,"Human","Unknown",80,5
"3140","California",1991,"Human","Unknown",262.5,2
"3141","California",1991,"Natural","Active/Suppressed",0.05,159
"3142","California",1991,"Natural","Active/Suppressed",2,45
"3143","California",1991,"Natural","Active/Suppressed",22,9
"3144","California",1991,"Natural","Active/Suppressed",80,1
"3145","California",1991,"Natural","Active/Suppressed",262.5,1
"3146","California",1991,"Natural","Active/Suppressed",1214,2
"3147","California",1991,"Natural","Active/Suppressed",NA,3
"3148","California",1991,"Natural","Natural out",0.05,12
"3149","California",1991,"Natural","Natural out",2,2
"3150","California",1991,"Natural","Prescribed fire",0.05,11
"3151","California",1991,"Natural","Prescribed fire",2,2
"3152","California",1991,"Natural","Prescribed fire",22,2
"3153","California",1991,"Natural","Prescribed fire",80,1
"3154","California",1991,"Natural","Prescribed fire",262.5,1
"3155","California",1991,"Natural","Unknown",0.05,1188
"3156","California",1991,"Natural","Unknown",2,305
"3157","California",1991,"Natural","Unknown",22,27
"3158","California",1991,"Natural","Unknown",80,8
"3159","California",1991,"Natural","Unknown",262.5,1
"3160","California",1991,"Natural","Unknown",1214,3
"3161","California",1992,"","Support action/Assist fire",0.05,1
"3162","California",1992,"","Support action/Assist fire",2,3
"3163","California",1992,"","Support action/Assist fire",22,2
"3164","California",1992,"","Support action/Assist fire",1214,1
"3165","California",1992,"","Support action/Assist fire",NA,442
"3166","California",1992,"Human","Active/Suppressed",0.05,436
"3167","California",1992,"Human","Active/Suppressed",2,255
"3168","California",1992,"Human","Active/Suppressed",22,70
"3169","California",1992,"Human","Active/Suppressed",80,23
"3170","California",1992,"Human","Active/Suppressed",262.5,19
"3171","California",1992,"Human","Active/Suppressed",1214,11
"3172","California",1992,"Human","Active/Suppressed",5000,5
"3173","California",1992,"Human","Active/Suppressed",NA,8
"3174","California",1992,"Human","Natural out",0.05,4
"3175","California",1992,"Human","Natural out",2,1
"3176","California",1992,"Human","Natural out",NA,5
"3177","California",1992,"Human","Prescribed fire",NA,34
"3178","California",1992,"Human","Support action/Assist fire",0.05,1
"3179","California",1992,"Human","Support action/Assist fire",2,3
"3180","California",1992,"Human","Support action/Assist fire",22,2
"3181","California",1992,"Human","Support action/Assist fire",80,1
"3182","California",1992,"Human","Support action/Assist fire",1214,1
"3183","California",1992,"Human","Support action/Assist fire",NA,9
"3184","California",1992,"Human","Unknown",0.05,668
"3185","California",1992,"Human","Unknown",2,135
"3186","California",1992,"Human","Unknown",22,20
"3187","California",1992,"Human","Unknown",80,4
"3188","California",1992,"Human","Unknown",262.5,4
"3189","California",1992,"Human","Unknown",1214,1
"3190","California",1992,"Natural","Active/Suppressed",0.05,221
"3191","California",1992,"Natural","Active/Suppressed",2,71
"3192","California",1992,"Natural","Active/Suppressed",22,14
"3193","California",1992,"Natural","Active/Suppressed",80,4
"3194","California",1992,"Natural","Active/Suppressed",262.5,4
"3195","California",1992,"Natural","Active/Suppressed",1214,3
"3196","California",1992,"Natural","Active/Suppressed",5000,1
"3197","California",1992,"Natural","Natural out",0.05,11
"3198","California",1992,"Natural","Natural out",2,3
"3199","California",1992,"Natural","Prescribed fire",0.05,6
"3200","California",1992,"Natural","Prescribed fire",2,1
"3201","California",1992,"Natural","Prescribed fire",22,1
"3202","California",1992,"Natural","Prescribed fire",80,2
"3203","California",1992,"Natural","Prescribed fire",262.5,1
"3204","California",1992,"Natural","Unknown",0.05,1577
"3205","California",1992,"Natural","Unknown",2,356
"3206","California",1992,"Natural","Unknown",22,29
"3207","California",1992,"Natural","Unknown",80,8
"3208","California",1992,"Natural","Unknown",262.5,8
"3209","California",1992,"Natural","Unknown",1214,9
"3210","California",1992,"Natural","Unknown",5000,3
"3211","California",1993,"","Support action/Assist fire",NA,376
"3212","California",1993,"Human","Active/Suppressed",0.05,363
"3213","California",1993,"Human","Active/Suppressed",2,349
"3214","California",1993,"Human","Active/Suppressed",22,113
"3215","California",1993,"Human","Active/Suppressed",80,33
"3216","California",1993,"Human","Active/Suppressed",262.5,27
"3217","California",1993,"Human","Active/Suppressed",1214,14
"3218","California",1993,"Human","Active/Suppressed",5000,5
"3219","California",1993,"Human","Active/Suppressed",NA,5
"3220","California",1993,"Human","Natural out",0.05,3
"3221","California",1993,"Human","Natural out",2,2
"3222","California",1993,"Human","Natural out",NA,3
"3223","California",1993,"Human","Prescribed fire",22,7
"3224","California",1993,"Human","Prescribed fire",80,2
"3225","California",1993,"Human","Prescribed fire",NA,37
"3226","California",1993,"Human","Support action/Assist fire",262.5,1
"3227","California",1993,"Human","Support action/Assist fire",NA,5
"3228","California",1993,"Human","Unknown",0.05,945
"3229","California",1993,"Human","Unknown",2,217
"3230","California",1993,"Human","Unknown",22,35
"3231","California",1993,"Human","Unknown",80,11
"3232","California",1993,"Human","Unknown",262.5,4
"3233","California",1993,"Human","Unknown",1214,4
"3234","California",1993,"Human","Unknown",5000,1
"3235","California",1993,"Natural","Active/Suppressed",0.05,49
"3236","California",1993,"Natural","Active/Suppressed",2,19
"3237","California",1993,"Natural","Active/Suppressed",22,12
"3238","California",1993,"Natural","Active/Suppressed",80,3
"3239","California",1993,"Natural","Active/Suppressed",262.5,4
"3240","California",1993,"Natural","Active/Suppressed",5000,2
"3241","California",1993,"Natural","Natural out",0.05,6
"3242","California",1993,"Natural","Natural out",2,1
"3243","California",1993,"Natural","Prescribed fire",0.05,5
"3244","California",1993,"Natural","Prescribed fire",2,2
"3245","California",1993,"Natural","Prescribed fire",80,1
"3246","California",1993,"Natural","Prescribed fire",1214,1
"3247","California",1993,"Natural","Unknown",0.05,224
"3248","California",1993,"Natural","Unknown",2,44
"3249","California",1993,"Natural","Unknown",22,8
"3250","California",1994,"","Support action/Assist fire",NA,632
"3251","California",1994,"Human","Active/Suppressed",0.05,351
"3252","California",1994,"Human","Active/Suppressed",2,315
"3253","California",1994,"Human","Active/Suppressed",22,99
"3254","California",1994,"Human","Active/Suppressed",80,23
"3255","California",1994,"Human","Active/Suppressed",262.5,28
"3256","California",1994,"Human","Active/Suppressed",1214,19
"3257","California",1994,"Human","Active/Suppressed",5000,3
"3258","California",1994,"Human","Active/Suppressed",NA,7
"3259","California",1994,"Human","Natural out",0.05,1
"3260","California",1994,"Human","Natural out",2,1
"3261","California",1994,"Human","Natural out",22,1
"3262","California",1994,"Human","Prescribed fire",0.05,1
"3263","California",1994,"Human","Prescribed fire",2,13
"3264","California",1994,"Human","Prescribed fire",22,21
"3265","California",1994,"Human","Prescribed fire",80,1
"3266","California",1994,"Human","Prescribed fire",262.5,2
"3267","California",1994,"Human","Unknown",0.05,1002
"3268","California",1994,"Human","Unknown",2,347
"3269","California",1994,"Human","Unknown",22,65
"3270","California",1994,"Human","Unknown",80,13
"3271","California",1994,"Human","Unknown",262.5,5
"3272","California",1994,"Human","Unknown",1214,7
"3273","California",1994,"Human","Unknown",5000,10
"3274","California",1994,"Natural","Active/Suppressed",0.05,111
"3275","California",1994,"Natural","Active/Suppressed",2,46
"3276","California",1994,"Natural","Active/Suppressed",22,17
"3277","California",1994,"Natural","Active/Suppressed",80,3
"3278","California",1994,"Natural","Active/Suppressed",262.5,8
"3279","California",1994,"Natural","Active/Suppressed",1214,5
"3280","California",1994,"Natural","Active/Suppressed",5000,4
"3281","California",1994,"Natural","Active/Suppressed",NA,2
"3282","California",1994,"Natural","Natural out",0.05,7
"3283","California",1994,"Natural","Prescribed fire",0.05,11
"3284","California",1994,"Natural","Prescribed fire",2,8
"3285","California",1994,"Natural","Prescribed fire",22,1
"3286","California",1994,"Natural","Prescribed fire",80,1
"3287","California",1994,"Natural","Unknown",0.05,402
"3288","California",1994,"Natural","Unknown",2,132
"3289","California",1994,"Natural","Unknown",22,15
"3290","California",1994,"Natural","Unknown",80,3
"3291","California",1994,"Natural","Unknown",262.5,5
"3292","California",1994,"Natural","Unknown",1214,2
"3293","California",1994,"Natural","Unknown",5000,2
"3294","California",1995,"","Active/Suppressed",0.05,1
"3295","California",1995,"","Active/Suppressed",2,1
"3296","California",1995,"","Active/Suppressed",NA,4
"3297","California",1995,"","Natural out",0.05,2
"3298","California",1995,"","Support action/Assist fire",NA,523
"3299","California",1995,"Human","Active/Suppressed",0.05,398
"3300","California",1995,"Human","Active/Suppressed",2,280
"3301","California",1995,"Human","Active/Suppressed",22,83
"3302","California",1995,"Human","Active/Suppressed",80,21
"3303","California",1995,"Human","Active/Suppressed",262.5,20
"3304","California",1995,"Human","Active/Suppressed",1214,18
"3305","California",1995,"Human","Active/Suppressed",5000,7
"3306","California",1995,"Human","Active/Suppressed",NA,4
"3307","California",1995,"Human","Natural out",NA,1
"3308","California",1995,"Human","Prescribed fire",2,26
"3309","California",1995,"Human","Prescribed fire",22,41
"3310","California",1995,"Human","Prescribed fire",80,4
"3311","California",1995,"Human","Prescribed fire",262.5,5
"3312","California",1995,"Human","Prescribed fire",1214,5
"3313","California",1995,"Human","Prescribed fire",NA,1
"3314","California",1995,"Human","Support action/Assist fire",NA,5
"3315","California",1995,"Human","Unknown",0.05,670
"3316","California",1995,"Human","Unknown",2,224
"3317","California",1995,"Human","Unknown",22,23
"3318","California",1995,"Human","Unknown",80,12
"3319","California",1995,"Human","Unknown",262.5,2
"3320","California",1995,"Human","Unknown",1214,3
"3321","California",1995,"Natural","Active/Suppressed",0.05,29
"3322","California",1995,"Natural","Active/Suppressed",2,9
"3323","California",1995,"Natural","Active/Suppressed",22,9
"3324","California",1995,"Natural","Active/Suppressed",80,4
"3325","California",1995,"Natural","Active/Suppressed",262.5,7
"3326","California",1995,"Natural","Active/Suppressed",1214,1
"3327","California",1995,"Natural","Active/Suppressed",5000,1
"3328","California",1995,"Natural","Natural out",0.05,3
"3329","California",1995,"Natural","Natural out",80,1
"3330","California",1995,"Natural","Prescribed fire",0.05,8
"3331","California",1995,"Natural","Prescribed fire",2,4
"3332","California",1995,"Natural","Prescribed fire",80,2
"3333","California",1995,"Natural","Prescribed fire",262.5,1
"3334","California",1995,"Natural","Unknown",0.05,298
"3335","California",1995,"Natural","Unknown",2,65
"3336","California",1995,"Natural","Unknown",22,4
"3337","California",1995,"Natural","Unknown",80,1
"3338","California",1996,"","Active/Suppressed",0.05,1
"3339","California",1996,"","Active/Suppressed",22,2
"3340","California",1996,"","Active/Suppressed",NA,5
"3341","California",1996,"","Natural out",0.05,1
"3342","California",1996,"","Natural out",2,1
"3343","California",1996,"","Prescribed fire",22,1
"3344","California",1996,"","Prescribed fire",5000,1
"3345","California",1996,"","Support action/Assist fire",NA,822
"3346","California",1996,"Human","Active/Suppressed",0.05,513
"3347","California",1996,"Human","Active/Suppressed",2,381
"3348","California",1996,"Human","Active/Suppressed",22,59
"3349","California",1996,"Human","Active/Suppressed",80,33
"3350","California",1996,"Human","Active/Suppressed",262.5,29
"3351","California",1996,"Human","Active/Suppressed",1214,32
"3352","California",1996,"Human","Active/Suppressed",5000,15
"3353","California",1996,"Human","Active/Suppressed",NA,2
"3354","California",1996,"Human","Natural out",0.05,3
"3355","California",1996,"Human","Natural out",NA,6
"3356","California",1996,"Human","Prescribed fire",2,17
"3357","California",1996,"Human","Prescribed fire",22,27
"3358","California",1996,"Human","Prescribed fire",80,9
"3359","California",1996,"Human","Prescribed fire",262.5,4
"3360","California",1996,"Human","Support action/Assist fire",NA,17
"3361","California",1996,"Human","Unknown",0.05,679
"3362","California",1996,"Human","Unknown",2,228
"3363","California",1996,"Human","Unknown",22,42
"3364","California",1996,"Human","Unknown",80,10
"3365","California",1996,"Human","Unknown",262.5,11
"3366","California",1996,"Human","Unknown",1214,11
"3367","California",1996,"Human","Unknown",5000,5
"3368","California",1996,"Natural","Active/Suppressed",0.05,115
"3369","California",1996,"Natural","Active/Suppressed",2,51
"3370","California",1996,"Natural","Active/Suppressed",22,16
"3371","California",1996,"Natural","Active/Suppressed",80,4
"3372","California",1996,"Natural","Active/Suppressed",262.5,4
"3373","California",1996,"Natural","Active/Suppressed",1214,9
"3374","California",1996,"Natural","Active/Suppressed",5000,4
"3375","California",1996,"Natural","Natural out",0.05,7
"3376","California",1996,"Natural","Natural out",2,1
"3377","California",1996,"Natural","Prescribed fire",0.05,11
"3378","California",1996,"Natural","Prescribed fire",2,7
"3379","California",1996,"Natural","Prescribed fire",22,6
"3380","California",1996,"Natural","Prescribed fire",80,2
